Department,Sex,Mode,T-Att,Discounts,NO-Re-exams,CGPA,Status 
Computer-Application,Male,Fulltime,0.77,0,7,65.81375,Will Graduate
Computer-Application,Male,Fulltime,0.82,20,0,62.59375,Will Graduate
Computer-Application,Male,Fulltime,0.79,20,29,55.73,Will Graduate
Computer-Application,Male,Fulltime,0.65,0,0,71.90125,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,83.91625,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,78.82625,Will Graduate
Computer-Application,Male,Parttime,0.72,20,0,91.53,Will Graduate
Computer-Application,Male,Fulltime,0.82,0,0,82.32875,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,80.38375,Will Graduate
Computer-Application,Male,Parttime,0.67,0,2,71.79,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,79.15375,Will Graduate
Computer-Application,Male,Fulltime,0.79,20,3,67.425,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,78.1,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,79.38375,Will Graduate
Computer-Application,Male,Parttime,0.75,20,20,61.4125,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,87.6725,Will Graduate
Computer-Application,Female,Parttime,0.69,0,0,73.93625,Will Graduate
Computer-Application,Female,Fulltime,0.79,50,0,86.64375,Will Graduate
Computer-Application,Male,Parttime,0.67,20,0,91.82,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,19,61.8325,Will Graduate
Computer-Application,Male,Parttime,0.80,20,9,66.69125,Will Graduate
Computer-Application,Male,Fulltime,0.66,0,0,81.79625,Will Graduate
Computer-Application,Male,Fulltime,0.76,27.27000046,1,79.1275,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,88.915,Will Graduate
Computer-Application,Male,Parttime,0.72,0,5,68.64,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,4,66.17125,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,5,64.8975,Will Graduate
Computer-Application,Male,Fulltime,0.65,0,31,57.37875,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,89.6825,Will Graduate
Computer-Application,Male,Fulltime,0.64,0,9,73.2275,Will Graduate
Computer-Application,Male,Parttime,0.79,20,1,70.5225,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,10,72.98125,Will Graduate
Computer-Application,Male,Parttime,0.87,0,1,76.60125,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,4,61.5925,Will Graduate
Computer-Application,Male,Parttime,0.79,49.09000015,3,71.31875,Will Graduate
Computer-Application,Male,Parttime,0.80,100,3,68.65125,Will Graduate
Computer-Application,Male,Parttime,0.73,20,0,93.305,Will Graduate
Computer-Application,Male,Parttime,0.71,0,16,64.375,Will Graduate
Computer-Application,Male,Fulltime,0.83,0,25,58.89,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,2,66.87125,Will Graduate
Computer-Application,Male,Parttime,0.77,0,0,88.5075,Will Graduate
Computer-Application,Male,Fulltime,0.66,0,0,77.15125,Will Graduate
Computer-Application,Female,Parttime,0.79,36.36000061,0,75.16875,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,0,78.12875,Will Graduate
Computer-Application,Male,Parttime,0.69,20,0,83.7925,Will Graduate
Computer-Application,Male,Fulltime,0.71,18.18000031,0,84.80125,Will Graduate
Computer-Application,Male,Fulltime,0.75,18.18000031,8,60.89875,Will Graduate
Computer-Application,Male,Parttime,0.76,0,0,86.4825,Will Graduate
Computer-Application,Male,Fulltime,0.83,0,15,62.35875,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,16,62.70625,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,16,61.13,Will Graduate
Computer-Application,Male,Parttime,0.70,0,1,91.90125,Will Graduate
Computer-Application,Male,Parttime,0.80,0,1,73.04375,Will Graduate
Computer-Application,Male,Parttime,0.68,20,11,65.04875,Will Graduate
Computer-Application,Male,Parttime,0.74,0,14,74.5075,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,86.815,Will Graduate
Computer-Application,Male,Parttime,0.81,45.45000076,1,70.13,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,94.78125,Will Graduate
Computer-Application,Male,Fulltime,0.80,100,0,81.60625,Will Graduate
Computer-Application,Male,Parttime,0.72,0,0,91.50125,Will Graduate
Computer-Application,Male,Fulltime,0.87,0,10,65.98,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,4,63.4075,Will Graduate
Computer-Application,Male,Parttime,0.80,0,4,66.5775,Will Graduate
Computer-Application,Male,Fulltime,0.83,0,1,70.04375,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,2,74.23,Will Graduate
Computer-Application,Male,Parttime,0.72,0,14,60.5875,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,17,58.94875,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,2,66.60375,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,85.82375,Will Graduate
Computer-Application,Male,Parttime,0.82,49.09000015,0,92.72375,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,19,58.71125,Will Graduate
Computer-Application,Male,Parttime,0.71,18.18000031,8,67.02125,Will Graduate
Computer-Application,Male,Parttime,0.76,49.09000015,1,72.5375,Will Graduate
Computer-Application,Male,Parttime,0.61,30.90999985,0,84.08875,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,3,69.24125,Will Graduate
Computer-Application,Male,Fulltime,0.72,50,17,59.7725,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,5,68.41875,Will Graduate
Computer-Application,Male,Fulltime,0.68,45,0,84.45125,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,2,69.84875,Will Graduate
Computer-Application,Male,Fulltime,0.79,100,13,62.78875,Will Graduate
Computer-Application,Female,Parttime,0.64,27.27000046,1,76.61625,Will Graduate
Computer-Application,Male,Parttime,0.68,20,0,86.3675,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,2,67.84875,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,3,64.1875,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,1,70.41875,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,1,74.35375,Will Graduate
Computer-Application,Male,Fulltime,0.79,49.09000015,0,84.0725,Will Graduate
Computer-Application,Male,Fulltime,0.87,0,5,61.2675,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,14,77.13,Will Graduate
Computer-Application,Female,Fulltime,0.72,0,4,63.28125,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,2,70.7125,Will Graduate
Computer-Application,Male,Fulltime,0.73,100,0,80.7775,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,1,75.65125,Will Graduate
Computer-Application,Male,Parttime,0.76,0,1,69.10875,Will Graduate
Computer-Application,Female,Fulltime,0.75,20,0,88.6975,Will Graduate
Computer-Application,Female,Fulltime,0.71,100,1,74.3575,Will Graduate
Computer-Application,Female,Fulltime,0.79,0,3,69.40625,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,81.09,Will Graduate
Computer-Application,Male,Parttime,0.73,20,5,69.77375,Will Graduate
Computer-Application,Male,Parttime,0.75,0,0,75.2025,Will Graduate
Computer-Application,Male,Fulltime,0.63,0,0,78.41875,Will Graduate
Computer-Application,Male,Fulltime,0.77,50,3,69.61375,Will Graduate
Computer-Application,Female,Parttime,0.64,0,3,67.09375,Will Graduate
Computer-Application,Male,Parttime,0.77,0,3,66.3025,Will Graduate
Computer-Application,Male,Fulltime,0.83,20,0,75.27625,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,19,59.445,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,90.54125,Will Graduate
Computer-Application,Male,Parttime,0.69,20,16,67.99,Will Graduate
Computer-Application,Male,Parttime,0.78,49.09000015,0,87.10875,Will Graduate
Computer-Application,Male,Parttime,0.74,0,0,77.14,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,6,76.22,Will Graduate
Computer-Application,Male,Parttime,0.81,0,0,72.98875,Will Graduate
Computer-Application,Male,Fulltime,0.88,0,0,79.8775,Will Graduate
Computer-Application,Male,Parttime,0.74,0,5,73.925,Will Graduate
Computer-Application,Female,Fulltime,0.77,0,0,84.475,Will Graduate
Computer-Application,Male,Fulltime,0.71,49.09000015,10,67.11125,Will Graduate
Computer-Application,Male,Parttime,0.70,0,1,68.0825,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,13,61.7775,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,22,60.305,Will Graduate
Computer-Application,Male,Fulltime,0.84,20,0,72.6725,Will Graduate
Computer-Application,Female,Fulltime,0.72,20,5,68.605,Will Graduate
Computer-Application,Male,Parttime,0.71,0,1,70.7875,Will Graduate
Computer-Application,Male,Parttime,0.72,20,6,62.56125,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,86.97375,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,81.22125,Will Graduate
Computer-Application,Female,Fulltime,0.77,73,0,90.7225,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,7,65.70125,Will Graduate
Computer-Application,Male,Parttime,0.73,45.45000076,0,84.365,Will Graduate
Computer-Application,Male,Fulltime,0.66,46,0,90.0275,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,89.25,Will Graduate
Computer-Application,Female,Fulltime,0.70,0,4,65.1,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,74.1475,Will Graduate
Computer-Application,Male,Parttime,0.65,0,0,87.45625,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,5,60.54625,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,86.93625,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,8,60.46875,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,2,66.19,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,2,77.86875,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,2,71.245,Will Graduate
Computer-Application,Male,Fulltime,0.78,27.27000046,0,81.05875,Will Graduate
Computer-Application,Male,Fulltime,0.69,20,18,57.27,Will Graduate
Computer-Application,Female,Fulltime,0.74,0,6,64.4525,Will Graduate
Computer-Application,Male,Parttime,0.73,0,0,93.73125,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,1,71.09125,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,0,72.17875,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,1,69.5425,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,25,59.085,Will Graduate
Computer-Application,Male,Fulltime,0.67,0,0,74.53125,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,0,74.285,Will Graduate
Computer-Application,Female,Fulltime,0.84,49.09000015,0,73.24,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,6,63.965,Will Graduate
Computer-Application,Male,Fulltime,0.76,9.090000153,0,74.37,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,11,67.34625,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,0,81.27125,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,1,72.7125,Will Graduate
Computer-Application,Female,Fulltime,0.69,0,0,73.295,Will Graduate
Computer-Application,Male,Fulltime,0.69,20,4,67.20375,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,2,79.16625,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,78.5825,Will Graduate
Computer-Application,Female,Fulltime,0.68,20,0,83.1775,Will Graduate
Computer-Application,Male,Parttime,0.82,0,31,55.775,Will Graduate
Computer-Application,Male,Fulltime,0.66,20,8,61.9075,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,17,60.2075,Will Graduate
Computer-Application,Male,Fulltime,0.80,9.090000153,5,65.04875,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,81.1325,Will Graduate
Computer-Application,Female,Parttime,0.67,0,8,63.06,Will Graduate
Computer-Application,Male,Fulltime,0.69,100,0,84.0075,Will Graduate
Computer-Application,Male,Parttime,0.75,0,19,59.18875,Will Graduate
Computer-Application,Male,Fulltime,0.73,9.090000153,1,71.23625,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,3,66.96,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,76.07125,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,93.2025,Will Graduate
Computer-Application,Male,Parttime,0.77,0,0,68.20125,Will Graduate
Computer-Application,Male,Fulltime,0.71,27,9,67.335,Will Graduate
Computer-Application,Male,Parttime,0.71,20,0,78.71,Will Graduate
Computer-Application,Female,Fulltime,0.74,20,0,71.83875,Will Graduate
Computer-Application,Male,Fulltime,0.62,0,0,72.86625,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,0,82.12625,Will Graduate
Computer-Application,Female,Parttime,0.77,0,0,77.47875,Will Graduate
Computer-Application,Female,Fulltime,0.79,27.27000046,2,69.96625,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,1,70.6575,Will Graduate
Computer-Application,Female,Fulltime,0.72,0,1,69.3575,Will Graduate
Computer-Application,Male,Fulltime,0.79,20,0,74.49625,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,7,61.40625,Will Graduate
Computer-Application,Female,Fulltime,0.81,0,3,74.4175,Will Graduate
Computer-Application,Male,Parttime,0.89,0,2,66.5,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,71.0525,Will Graduate
Computer-Application,Male,Parttime,0.79,0,10,61,Will Graduate
Computer-Application,Male,Parttime,0.75,20,3,69.42875,Will Graduate
Computer-Application,Male,Fulltime,0.66,20,6,65.51625,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,2,72.87375,Will Graduate
Computer-Application,Male,Fulltime,0.80,9.090000153,9,64.07375,Will Graduate
Computer-Application,Male,Parttime,0.73,9.090000153,4,60.78125,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,73.85125,Will Graduate
Computer-Application,Male,Parttime,0.80,0,0,84.2075,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,0,91.87625,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,9,65.7925,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,0,81.5875,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,2,70.8175,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,2,70.5225,Will Graduate
Computer-Application,Male,Fulltime,0.68,100,5,70.79875,Will Graduate
Computer-Application,Female,Fulltime,0.76,49.09000015,14,59.25625,Will Graduate
Computer-Application,Male,Fulltime,0.67,20,1,73.29875,Will Graduate
Computer-Application,Female,Parttime,0.66,0,1,69.13125,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,79.69,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,15,58.735,Will Graduate
Computer-Application,Female,Fulltime,0.74,20,16,59.8575,Will Graduate
Computer-Application,Male,Parttime,0.71,0,0,71.60375,Will Graduate
Computer-Application,Male,Fulltime,0.61,0,5,69.84125,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,0,83.91,Will Graduate
Computer-Application,Male,Parttime,0.79,20,0,68.47125,Will Graduate
Computer-Application,Male,Parttime,0.75,0,4,68.19125,Will Graduate
Computer-Application,Female,Parttime,0.72,0,0,80.8875,Will Graduate
Computer-Application,Male,Fulltime,0.84,0,0,83.6175,Will Graduate
Computer-Application,Male,Parttime,0.82,20,10,74.35875,Will Graduate
Computer-Application,Male,Fulltime,0.70,36,0,86.38,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,16,60.90125,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,76.81125,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,6,62.74625,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,6,65.9075,Will Graduate
Computer-Application,Male,Parttime,0.70,9.090000153,1,74.1875,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,9,67.8725,Will Graduate
Computer-Application,Female,Parttime,0.75,100,0,79.80625,Will Graduate
Computer-Application,Male,Fulltime,0.80,20,0,76.04125,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,8,62.28375,Will Graduate
Computer-Application,Male,Parttime,0.71,0,17,58.96625,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,1,70.75625,Will Graduate
Computer-Application,Male,Fulltime,0.82,0,14,58.97625,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,88.465,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,0,84.9525,Will Graduate
Computer-Application,Female,Fulltime,0.73,0,17,61.41375,Will Graduate
Computer-Application,Male,Parttime,0.75,0,0,78.67,Will Graduate
Computer-Application,Female,Fulltime,0.85,0,6,62.7225,Will Graduate
Computer-Application,Male,Fulltime,0.67,0,2,72.1775,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,20,58.60125,Will Graduate
Computer-Application,Female,Parttime,0.76,0,7,67.16125,Will Graduate
Computer-Application,Female,Parttime,0.70,0,2,93.89,Will Graduate
Computer-Application,Female,Parttime,0.81,0,2,72.74125,Will Graduate
Computer-Application,Female,Parttime,0.67,0,1,70.1025,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,0,79.04875,Will Graduate
Computer-Application,Male,Parttime,0.75,0,1,79.85875,Will Graduate
Computer-Application,Male,Fulltime,0.75,20,0,84.36,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,8,61.55375,Will Graduate
Computer-Application,Female,Fulltime,0.86,0,7,65.06,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,68.6025,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,12,58.47375,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,0,78.55375,Will Graduate
Computer-Application,Male,Parttime,0.75,0,0,72.65125,Will Graduate
Computer-Application,Female,Fulltime,0.76,0,3,79.60375,Will Graduate
Computer-Application,Male,Parttime,0.77,0,4,66.935,Will Graduate
Computer-Application,Male,Fulltime,0.89,20,17,57.9025,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,2,71.49875,Will Graduate
Computer-Application,Male,Fulltime,0.76,60,0,78.93625,Will Graduate
Computer-Application,Male,Parttime,0.78,0,1,68.5625,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,0,85.765,Will Graduate
Computer-Application,Female,Fulltime,0.82,20,11,59.83625,Will Graduate
Computer-Application,Female,Fulltime,0.75,20,5,65.54,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,12,60.2925,Will Graduate
Computer-Application,Male,Parttime,0.70,20,2,76.0425,Will Graduate
Computer-Application,Male,Parttime,0.69,0,0,84.09375,Will Graduate
Computer-Application,Female,Fulltime,0.65,0,2,80.825,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,0,72.27875,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,1,73.0625,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,3,66.64875,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,1,66.96125,Will Graduate
Computer-Application,Male,Parttime,0.76,0,4,64.34375,Will Graduate
Computer-Application,Male,Fulltime,0.81,20,0,22.82375,Dropout
Computer-Application,Female,Fulltime,0.82,0,0,14.105,Dropout
Computer-Application,Male,Fulltime,0.79,0,2,70.10125,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,2,65.17125,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,9.86875,Dropout
Computer-Application,Male,Parttime,0.73,20,2,66.60875,Will Graduate
Computer-Application,Male,Fulltime,0.85,0,1,67.06125,Will Graduate
Computer-Application,Male,Fulltime,0.76,27,13,26.945,Dropout
Computer-Application,Male,Fulltime,0.74,0,1,67.42,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,75.2725,Will Graduate
